Unnamed: 0,L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes
82,[C-]1=C(C2=NC3=C(C=CC=C3)S2)[Se]C=C1,[C-]1=C(C2=NC3=C(C=CC=C3)S2)[Se]C=C1,S=P(N=P([S-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir4,0.0,613.0,0.317,0.98,CH2Cl2,10.1002/jccs.202300321,
83,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCN1C=CN=C1C1CC=CC=N1,PF6-,10,1.0,556.0,0.91,1.21,CH3CN,10.1021/acs.inorgchem.4c03121,
84,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C(CN1C=CN=C1C1CC=CC=N1)OCCO,PF6-,11,1.0,568.0,0.81,1.02,CH3CN,10.1021/acs.inorgchem.4c03121,
85,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,COC(=O)CN1C=CN=C1C1CC=CC=N1,PF6-,12,1.0,565.0,0.41,1.13,CH3CN,10.1021/acs.inorgchem.4c03121,
86,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C(O)CN1C=CN=C1C1CC=CC=N1,PF6-,13,1.0,511.0,0.52,1.19,CH3CN,10.1021/acs.inorgchem.4c03121,
87,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=C(O)CN1C=CN=C1C1CC=CC=N1,PF6-,13F,1.0,485.0,0.4,1.2,CH3CN,10.1021/acs.inorgchem.4c03121,
88,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C(O)CCN1C=CN=C1C1CC=CC=N1,PF6-,14,1.0,561.0,0.57,1.16,CH3CN,10.1021/acs.inorgchem.4c03121,
89,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=C(O)CCN1C=CN=C1C1CC=CC=N1,PF6-,14F,1.0,489.0,0.37,1.17,CH3CN,10.1021/acs.inorgchem.4c03121,
90,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,NCCNC(=O)CN1C=CN=C1C1CC=CC=N1,PF6-,15,1.0,562.0,0.51,1.12,CH3CN,10.1021/acs.inorgchem.4c03121,
91,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C#CC(=O)NCCNC(=O)CN1C=CN=C1C1CC=CC=N1,PF6-,16,1.0,557.0,0.83,1.13,CH3CN,10.1021/acs.inorgchem.4c03121,
92,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCN1C=CN=C1C1=NC=CC(OCCO)=C1,PF6-,17,1.0,511.0,0.33,1.24,CH3CN,10.1021/acs.inorgchem.4c03121,
93,CC1=[C-]C(C2=NC3=CC=CC=C3C=C2)=CC(C)=C1,CC1=[C-]C(C2=NC3=CC=CC=C3C=C2)=CC(C)=C1,CC(=O)/C=C(/C)[O-],,Red-pq,0.0,612.0,0.025,,Toluene,10.1021/acs.jpca.4c00914,
94,CC1=[C-]C(C2=NC=CC3=C2C=CC=C3)=CC(C)=C1,CC1=[C-]C(C2=NC=CC3=C2C=CC=C3)=CC(C)=C1,CC(=O)/C=C(/C)[O-],,Red-piq,0.0,629.0,0.052,,Toluene,10.1021/acs.jpca.4c00914,
95,[C-]1=C(C2=NC=CC=C2)C=CC=C1,[C-]1=C(C2=NC=CC=C2)C=CC=C1,C1=CN=C2C(=C1)C1=C(NC=N1)C1=CC=CN=C12,PF6-,[Ir(Hppy)2(imphen)]PF6,1.0,591.0,0.36,1.296,CH2Cl2,10.1039/d4dt01996b,
96,[C-]1=C(C2=NC3=CC=CC=C3C=C2)C=CC=C1,[C-]1=C(C2=NC3=CC=CC=C3C=C2)C=CC=C1,C1=CN=C2C(=C1)C1=C(NC=N1)C1=CC=CN=C12,PF6-,[Ir(Hpquin2(imphen)]PF6,1.0,556.0,0.56,3.029,CH2Cl2,10.1039/d4dt01996b,
97,[C-]1=CC=CC=C1C1=NC2=C(C=CC=C2)S1,[C-]1=CC=CC=C1C1=NC2=C(C=CC=C2)S1,C1=CN=C2C(=C1)C1=C(NC=N1)C1=CC=CN=C12,PF6-,[Ir(Hbztz)2(imphen)]PF6,1.0,522.0,0.36,3.467,CH2Cl2,10.1039/d4dt01996b,
98,[C-]1=C(C2=CC=CC=N2)SC2=CC=CC=C12,[C-]1=C(C2=CC=CC=N2)SC2=CC=CC=C12,C1=CN=C2C(=C1)C1=C(NC=N1)C1=CC=CN=C12,PF6-,[Ir(pybzthH)2(imphen)]PF6,1.0,597.0,0.77,9.43,CH2Cl2,10.1039/d4dt01996b,
99,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=CC=C2,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=CC=C2,O=C([O-])C1=NC=CC=C1,,IrL1,,537.0,0.09,0.32,CH2Cl2,10.1039/d3dt03498d,
100,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=C(Cl)C(Cl)=C2,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=C(Cl)C(Cl)=C2,O=C([O-])C1=NC=CC=C1,,IrL2,,507.0,0.35,1.1,CH2Cl2,10.1039/d3dt03498d,
101,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=CC(C(F)(F)F)=C2,CC(C)N1C(C2=CC=CC=[C-]2)=NC2=C1C=CC(C(F)(F)F)=C2,O=C([O-])C1=NC=CC=C1,,IrL3,,552.0,0.11,0.89,CH2Cl2,10.1039/d3dt03498d,
102,COC1=CC2=C(C=C1)N=C(C1=CC=CC=[C-]1)N2C(C)C,COC1=CC2=C(C=C1)N=C(C1=CC=CC=[C-]1)N2C(C)C,O=C([O-])C1=NC=CC=C1,,IrL4,,502.0,0.42,1.21,CH2Cl2,10.1039/d3dt03498d,
103,CC(C)N1C(C2=CC=C(C(F)(F)F)C=[C-]2)=NC2=C1C=CC=C2,CC(C)N1C(C2=CC=C(C(F)(F)F)C=[C-]2)=NC2=C1C=CC=C2,O=C([O-])C1=NC=CC=C1,,IrL5,,563.0,0.04,0.32,CH2Cl2,10.1039/d3dt03498d,
104,COC1=CC=C(C2=NC3=C(C=CC=C3)N2C(C)C)[C-]=C1,COC1=CC=C(C2=NC3=C(C=CC=C3)N2C(C)C)[C-]=C1,O=C([O-])C1=NC=CC=C1,,IrL6,,514.0,0.4,1.02,CH2Cl2,10.1039/d3dt03498d,
105,CC(C)N1C(C2=CC=C(C(F)(F)F)C=[C-]2)=NC2=C1C=CC(C(F)(F)F)=C2,CC(C)N1C(C2=CC=C(C(F)(F)F)C=[C-]2)=NC2=C1C=CC(C(F)(F)F)=C2,O=C([O-])C1=NC=CC=C1,,IrL7,,560.0,0.3,1.07,CH2Cl2,10.1039/d3dt03498d,
106,COC1=CC=C(C2=NC3=C(C=C(OC)C(C(F)(F)F)=C3)N2C(C)C)[C-]=C1,COC1=CC=C(C2=NC3=C(C=C(OC)C(C(F)(F)F)=C3)N2C(C)C)[C-]=C1,O=C([O-])C1=NC=CC=C1,,IrL8,,516.0,0.43,1.91,CH2Cl2,10.1039/d3dt03498d,
107,COC1=CC=C(C2=NC3=C(C=CC(C(F)(F)F)=C3)N2C(C)C)[C-]=C1,COC1=CC=C(C2=NC3=C(C=CC(C(F)(F)F)=C3)N2C(C)C)[C-]=C1,O=C([O-])C1=NC=CC=C1,,IrL9,,519.0,0.17,0.78,CH2Cl2,10.1039/d3dt03498d,
108,COC1=CC2=C(C=C1C(F)(F)F)N=C(C1=CC=C(C(F)(F)F)C=[C-]1)N2C(C)C,COC1=CC2=C(C=C1C(F)(F)F)N=C(C1=CC=C(C(F)(F)F)C=[C-]1)N2C(C)C,O=C([O-])C1=NC=CC=C1,,IrL10,,536.0,0.24,0.91,CH2Cl2,10.1039/d3dt03498d,
109,FC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,FC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,BrC1=CC=NC(C2=NC=CC(Br)=C2)=C1,PF6-,Ir1,1.0,576.0,0.37,3.4,CH3CN,10.1016/j.ica.2024.121945,
110,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,BrC1=CC=C(C2=NC=C(Br)C=C2)N=C1,PF6-,Ir2,1.0,576.0,0.21,3.34,CH3CN,10.1016/j.ica.2024.121945,
111,CC(=O)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,CC(=O)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,BrC1=CC=NC(C2=NC=CC(Br)=C2)=C1,PF6-,Ir3,1.0,618.0,0.17,2.57,CH3CN,10.1016/j.ica.2024.121945,
112,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,BrC1=CC=C(C2=NC=C(Br)C=C2)N=C1,PF6-,Ir4,1.0,614.0,0.13,2.49,CH3CN,10.1016/j.ica.2024.121945,
113,COC(OC)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,COC(OC)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=C([O-])C1=NC=CC=C1,,1,,606.0,0.089,,CH3CN,10.1002/asia.202400805,
114,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=C([O-])C1=NC=CC=C1,,2,,650.0,0.034,,CH3CN,10.1002/asia.202400805,
115,COC(OC)C1=CC=[C-]C(C2=NC=CC3=C2C=CC=C3)=C1,COC(OC)C1=CC=[C-]C(C2=NC=CC3=C2C=CC=C3)=C1,O=C([O-])C1=NC=CC=C1,,1a,,599.0,0.086,,CH3CN,10.1002/asia.202400805,
116,O=C([O-])C1=NC=CC=C1,O=C([O-])C1=NC=CC=C1,O=C([O-])C1=NC=CC=C1,,2a,,585.0,0.088,,CH3CN,10.1002/asia.202400805,
117,COC1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1C(OC)OC,COC1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1C(OC)OC,O=C([O-])C1=NC=CC=C1,,1_OMe,,671.0,0.036,,CH3CN,10.1002/asia.202400805,
118,COC1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1C=O,COC1=CC(C2=NC=CC3=C2C=CC=C3)=[C-]C=C1C=O,O=C([O-])C1=NC=CC=C1,,2_OMe,,731.0,0.009,,CH3CN,10.1002/asia.202400805,
119,COC(OC)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,COC(OC)C1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,C1=CN=C2C(=C1)C=CC1=C2N=CC=C1,PF6-,1-phen,1.0,592.0,0.04,,CH3CN,10.1002/asia.202400805,
120,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,O=CC1=C[C-]=C(C2=NC=CC3=C2C=CC=C3)C=C1,C1=CN=C2C(=C1)C=CC1=C2N=CC=C1,PF6-,2-phen,1.0,627.0,0.019,,CH3CN,10.1002/asia.202400805,
121,COC(OC)C1=C[C-]=C(C2=NC=CC=C2)C=C1,COC(OC)C1=C[C-]=C(C2=NC=CC=C2)C=C1,O=C([O-])C1=NC=CC=C1,,ppy-1,,505.0,0.085,,CH3CN,10.1002/asia.202400805,
122,O=CC1=C[C-]=C(C2=NC=CC=C2)C=C1,O=CC1=C[C-]=C(C2=NC=CC=C2)C=C1,O=C([O-])C1=NC=CC=C1,,ppy-2,,575.0,0.025,,CH3CN,10.1002/asia.202400805,
123,[C-]1=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC(=C32)C=C1C1=NC=CC2=C1C=CC=C2,[C-]1=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC(=C32)C=C1C1=NC=CC2=C1C=CC=C2,CC(=O)/C=C(/C)[O-],,Ir(Bpiq)2acac,,722.0,0.35,2.2,Toluene,10.1016/j.cclet.2024.109596,
124,[C-]1=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC(=C32)C=C1C1=NC=CC2=C1C=CC=C2,[C-]1=C2OC3=CC=CC=C3B3C4=CC=CC=C4OC(=C32)C=C1C1=NC=CC2=C1C=CC=C2,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,Ir(Bpiq)2dpm,,728.0,0.33,2.1,Toluene,10.1016/j.cclet.2024.109596,
125,FC1=CC=NC(C2=[C-]C3=C(C=CC=C3)S2)=C1,FC1=CC=NC(C2=[C-]C3=C(C=CC=C3)S2)=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir-1,,628.0,0.409,0.38,CH2Cl2,10.1016/j.dyepig.2024.112620,
126,FC1=CC=C(C2=[C-]C3=C(C=CC=C3)S2)N=C1,FC1=CC=C(C2=[C-]C3=C(C=CC=C3)S2)N=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir-2,,634.0,0.372,0.42,CH2Cl2,10.1016/j.dyepig.2024.112620,
127,FC(F)(F)C1=CC=C(C2=[C-]C3=C(C=CC=C3)S2)N=C1,FC(F)(F)C1=CC=C(C2=[C-]C3=C(C=CC=C3)S2)N=C1,O=P(N=P([O-])(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir-3,,652.0,0.416,0.35,CH2Cl2,10.1016/j.dyepig.2024.112620,
128,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,[O-]/C(=N\C1=NN=C(C2=CC=CC=C2)O1)C1=CC=C(C(F)(F)F)C=C1,,Ir1,,611.0,0.147,2.21,CH2Cl2,10.1016/j.molstruc.2024.141003,
129,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,[O-]/C(=N\C1=NN=C(C2=CC=CC=C2)O1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,,Ir2,,607.0,0.19,1.67,CH2Cl2,10.1016/j.molstruc.2024.141003,
130,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,[O-]/C(=N\C1=NN=C(C2=CC=CC=C2)O1)C1=CC(F)=C(F)C(F)=C1,,Ir3,,610.0,0.218,2.36,CH2Cl2,10.1016/j.molstruc.2024.141003,
131,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC=NC3=C2C=CC=C3)C=C1,[O-]/C(=N\C1=NN=C(C2=CC=CC=C2)O1)C1=C(F)C(F)=C(F)C(F)=C1F,,Ir4,,602.0,0.269,2.13,CH2Cl2,10.1016/j.molstruc.2024.141003,
132,[C-]1=C(C2=NC3=CC=CC=C3N=C2C2=CC=CC=C2)C=CC=C1,[C-]1=C(C2=NC3=CC=CC=C3N=C2C2=CC=CC=C2)C=CC=C1,C=CC1=CC=C(C2=CN=C(C3=NC=CC=C3)C=C2)C=C1,PF6-,"Ir(dpqx)2(4vp-2,2??-bpy)",1.0,630.0,0.19,0.74,CH2Cl2,10.1016/j.jorganchem.2024.123443,
133,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,C=CC1=CC=C(C2=CN=C(C3=NC=CC=C3)C=C2)C=C1,PF6-,"Ir(iqbt)2(4vp-2,2??-bpy)",1.0,683.0,0.16,0.45,CH2Cl2,10.1016/j.jorganchem.2024.123443,
134,CCC1=C(CC)N=C2C(C3=[C-]C4=C(C=CS4)S3)=NC=CC2=N1,CCC1=C(CC)N=C2C(C3=[C-]C4=C(C=CS4)S3)=NC=CC2=N1,CC(=O)/C=C(/C)[O-],,(Epptt)2Iracac,,756.0,0.124,1.12,CH2Cl2,10.1002/adom.202402178,
135,[C-]1=C(C2=NC=CC3=NC=CN=C23)SC2=C1SC=C2,[C-]1=C(C2=NC=CC3=NC=CN=C23)SC2=C1SC=C2,CC(=O)/C=C(/C)[O-],,(pptt)2Iracac,,796.0,0.078,0.46,CH2Cl2,10.1002/adom.202402178,
136,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,CC(C)(C)C1=C[C-]=C([N+]2=[C-]N(C3=CC=CC=C3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,,f-ct5c,,469.0,0.62,1.9,Toluene,10.1002/adom.202402332,
137,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=C2N=CC(C(C)(C)C)=N3)C=C1,,f-ct5d,,462.0,0.53,2.0,Toluene,10.1002/adom.202402332,
138,CC1=CC=CC(C)=C1C1=C[C-]=C(N2[C-]=[N+](C3=CC=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,CC1=CC=CC(C)=C1C1=C[C-]=C(N2[C-]=[N+](C3=CC=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,CC1=CC=CC(C)=C1C1=CC=C(N2[C-]=[N+](C3=[C-]C=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,,f-ct8c,,469.0,0.74,1.3,Toluene,10.1002/adom.202402332,
139,CC1=CC=CC(C)=C1C1=C[C-]=C(N2[C-]=[N+](C3=CC=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,CC1=CC=CC(C)=C1C1=C[C-]=C(N2[C-]=[N+](C3=CC=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,CC1=CC=CC(C)=C1C1=C[C-]=C(N2[C-]=[N+](C3=CC=C(C(C)(C)C)C=C3)C3=NC=C(C(C)(C)C)N=C32)C=C1,,f-ct8d,,462.0,0.73,1.79,Toluene,10.1002/adom.202402332,
140,[C-]1=C(C2=NC=CC3=C2C=CC=C3)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,[C-]1=C(C2=NC=CC3=C2C=CC=C3)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,CC(=O)/C=C(/C)[O-],,IrFTIQ,,738.0,0.085,,Toluene,10.1016/j.dyepig.2024.112500,
141,[C-]1=C(C2=NC3=CC=CC=C3C=C2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,[C-]1=C(C2=NC3=CC=CC=C3C=C2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,CC(=O)/C=C(/C)[O-],,IrFTQL,,692.0,0.09,,Toluene,10.1016/j.dyepig.2024.112500,
142,[C-]1=C(C2=NC=CC=C2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,[C-]1=C(C2=NC=CC=C2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,CC(=O)/C=C(/C)[O-],,IrFTPY,,672.0,0.102,,Toluene,10.1016/j.dyepig.2024.112500,
143,[C-]1=C(C2=NC3=CC=CC=C3S2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,[C-]1=C(C2=NC3=CC=CC=C3S2)C2=CC=CC3=C2C(=C1)C1=C3C=CC=C1,CC(=O)/C=C(/C)[O-],,IrFTBZ,,690.0,0.095,,Toluene,10.1016/j.dyepig.2024.112500,
144,FC1=C[C-]=C(C2=NC=CC=C2)C(F)=C1,N#CC1=C[C-]=C(N2C=CC=N2)C=C1,O=C([O-])C1=CC=CC=N1,,Ir(dFppy)(CN-ppz)(pic) Ira,,466.0,0.46,1.81,CH2Cl2,10.1016/j.jlumin.2024.120949,
145,[C-]1=CC=CC2=C3C=CC=CC3=C3N=C4C=C5C=CC=CC5=CC4=NC3=C12,[C-]1=CC=CC2=C3C=CC=CC3=C3N=C4C=C5C=CC=CC5=CC4=NC3=C12,[O-]C1=CC=CC=C1/C=N/C1=CC=CC=C1,,Ir(tbpz)2(L),,835.0,0.019,0.21,CH2Cl2,10.1016/j.jlumin.2024.121025,
146,[C-]1=C2C3=C(C=CC=C3)N3C4=CC=CC=C4C(=C23)C=C1C1=NC=NC2=CC=CC=C12,[C-]1=C2C3=C(C=CC=C3)N3C4=CC=CC=C4C(=C23)C=C1C1=NC=NC2=CC=CC=C12,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,(qzICz)2Ir(tmd),0.0,612.0,,,Toluene,10.1002/adma.202311857,
147,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,FC(F)(F)C1=C[C-]=C(C2=CC=CC=N2)C=C1,[O-]C1=C(C2=NN=C(C3=CC=CC=C3)O2)C=CC=C1,,(tfmppy)2Ir(pop),0.0,519.0,,,Toluene,10.1002/adma.202311857,
148,FC1=C[C-]=C(C2=NC=CC=C2)C(F)=C1,FC1=C[C-]=C(C2=NC=CC=C2)C(F)=C1,O=C([O-])C1=CC=CC=N1,,FIrpic,0.0,417.0,,,Toluene,10.1002/adma.202311857,
149,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,NC1=C(NCC2=CC=CC=C2)C2=CC=CN=C2C2=C1C=CC=N2,Cl?,Ir-ImNO,1.0,568.0,0.003,0.631,PBS/DMSO (9:1),10.1021/acs.analchem.4c00083,
150,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(CN2N=NC3=C2C2=CC=CN=C2C2=C3C=CC=N2)C=C1,Cl?,Ir-ImNO-NO,1.0,568.0,0.06,0.481,PBS/DMSO (9:1),10.1021/acs.analchem.4c00083,
151,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)N1C2=CC=CC=C2C2=C1C=C(C1=NC=CC=C1)[C-]=C2,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)N1C2=CC=CC=C2C2=C1C=C(C1=NC=CC=C1)[C-]=C2,CC(=O)/C=C(/C)[O-],,Ir2CzNPO,0.0,564.0,0.6,0.54,CH2Cl2,10.1039/d4tc00524d,
152,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)N1C2=C(C=C(C3=NC=CC=C3)[C-]=C2)C2=CC=CC=C21,O=P(C1=CC=CC=C1)(C1=CC=CC=C1)N1C2=C(C=C(C3=NC=CC=C3)[C-]=C2)C2=CC=CC=C21,CC(=O)/C=C(/C)[O-],,Ir3CzNPO,0.0,516.0,0.91,0.46,CH2Cl2,10.1039/d4tc00524d,
153,CC1=[C-]C(C2=NC=NC3=C2C=CS3)=CC(C)=C1,CC1=[C-]C(C2=NC=NC3=C2C=CS3)=CC(C)=C1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,PMD-Ir,0.0,622.0,0.019,,Mill H20,10.1039/d4ra01531b,
154,CC1=[C-]C(C2=NC=NC3=C2C=CS3)=CC(C)=C1,CC1=[C-]C(C2=NC=NC3=C2C=CS3)=CC(C)=C1,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,PMD-Ir,0.0,611.0,0.151,,CH2Cl2,10.1039/d4ra01531b,
155,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,,m-Ir(dfp)3,0.0,541.0,0.111,0.18,Toluene,10.1039/d4qi00454j,
156,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=CC=CC=[C-]2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,,f-Ir(dfp)3,0.0,462.0,0.643,0.85,Toluene,10.1039/d4qi00454j,
157,C[N+]1=[C-]N(C2=[C-]C=C(C(C)(C)C)C=C2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=[C-]C=C(C(C)(C)C)C=C2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,C[N+]1=[C-]N(C2=[C-]C=C(C(C)(C)C)C=C2)C2=C(C(F)(F)F)C=C(C(F)(F)F)C=C21,,f-Ir(dfpb)3,0.0,472.0,0.62,0.9,Toluene,10.1039/d4qi00454j,
158,CC(C)(C)C1=C[C-]=C(N2[C-]=[N+](C3=CC=CC=C3)C3=C(C(F)(F)F)C=C(C(F)(F)F)C=C32)C=C1,CC(C)(C)C1=C[C-]=C(N2[C-]=[N+](C3=CC=CC=C3)C3=C(C(F)(F)F)C=C(C(F)(F)F)C=C32)C=C1,CC(C)(C)C1=C[C-]=C(N2[C-]=[N+](C3=CC=CC=C3)C3=C(C(F)(F)F)C=C(C(F)(F)F)C=C32)C=C1,,f-Ir(tBpp)3,0.0,444.0,0.789,0.98,Toluene,10.1039/d4qi00454j,
159,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C32)C=C1,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C32)C=C1,CC(C)(C)C1=CC=C([N+]2=[C-]N(C3=CC=CC=[C-]3)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C32)C=C1,,f-Ir(ptBp)3,0.0,435.0,0.607,0.85,Toluene,10.1039/d4qi00454j,
160,CCCCC(CC)COC(=O)C1=CC=C(C2=CC=C(C3=C[C-]=C(C4=NC5=C(C=CC=C5)S4)S3)S2)S1,CCCCC(CC)COC(=O)C1=CC=C(C2=CC=C(C3=C[C-]=C(C4=NC5=C(C=CC=C5)S4)S3)S2)S1,CCCCC(CC)COC(=O)C1=CC=C(C2=CC=C(C3=C[C-]=C(C4=NC5=C(C=CC=C5)S4)S3)S2)S1,,ATBz?Ir,0.0,706.0,,0.28,CHCl3,10.1039/d4tc01588f,
